LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1707151610.901517,503654.000,13749,2,GY,1,100,-0.427
1707151610.941075,503692.333,13766,3,GY,1,100,-0.549
1707151610.980634,503730.667,13766,3,GY,1,100,-0.549
1707151611.020192,503769.000,13766,3,GY,1,100,-0.488
1707151611.060095,503807.667,13783,3,GY,1,100,-0.427
1707151611.099997,503846.333,13783,3,GY,1,100,-0.305
1707151611.139900,503885.000,13783,3,GY,1,100,-0.366
1707151611.179802,503923.667,13800,3,GY,1,100,-0.458
1707151611.219704,503962.333,13800,3,GY,1,100,-0.580
1707151611.259607,504001.000,13800,3,GY,1,100,-0.366
1707151611.299509,504039.667,13817,3,GY,1,100,-0.366
1707151611.339412,504078.333,13817,3,GY,1,100,-0.366
1707151611.379314,504117.000,13817,3,GY,1,100,-0.244
1707151611.419045,504155.500,13834,2,GY,1,100,-0.488
1707151611.458775,504194.000,13834,2,GY,1,100,-0.458
1707151611.498334,504232.333,13850,3,GY,1,100,-0.397
1707151611.537892,504270.667,13850,3,GY,1,100,-0.458
1707151611.577450,504309.000,13850,3,GY,1,100,-0.275
1707151611.617181,504347.500,13865,2,GY,1,100,-0.305
1707151611.656911,504386.000,13865,2,GY,1,100,-0.488
1707151611.696814,504424.667,13884,3,GY,1,100,-0.427
1707151611.736716,504463.333,13884,3,GY,1,100,-0.336
1707151611.776619,504502.000,13884,3,GY,1,100,-0.397
1707151611.816521,504540.667,13901,3,GY,1,100,-0.641
1707151611.856423,504579.333,13901,3,GY,1,100,-0.488
1707151611.896326,504618.000,13901,3,GY,1,100,-0.305
1707151611.936572,504657.000,13917,2,GY,1,100,-0.336
1707151611.976819,504696.000,13917,2,GY,1,100,-0.580
1707151612.016291,504734.250,13941,4,GY,1,100,-0.366
1707151612.055764,504772.500,13941,4,GY,1,100,-0.275
1707151612.095236,504810.750,13941,4,GY,1,100,-0.336
1707151612.134709,504849.000,13941,4,GY,1,100,-0.244
1707151612.172203,504885.333,13957,6,GY,1,100,0.092
1707151612.209698,504921.667,13957,6,GY,1,100,-0.519
1707151612.247192,504958.000,13957,6,GY,1,100,-0.916
1707151612.284687,504994.333,13957,6,GY,1,100,-0.214
1707151612.322181,505030.667,13957,6,GY,1,100,-0.153
1707151612.359676,505067.000,13957,6,GY,1,100,-0.305
1707151612.400094,505106.167,13975,6,GY,1,100,-0.275
1707151612.440513,505145.333,13975,6,GY,1,100,-0.458
1707151612.480931,505184.500,13975,6,GY,1,100,-0.458
1707151612.521349,505223.667,13975,6,GY,1,100,-0.397
1707151612.561768,505262.833,13975,6,GY,1,100,-0.275
1707151612.602186,505302.000,13975,6,GY,1,100,-0.366
1707151612.641745,505340.333,13995,6,GY,1,100,-0.153
1707151612.681303,505378.667,13995,6,GY,1,100,-0.244
1707151612.720862,505417.000,13995,6,GY,1,100,-0.702
1707151612.760420,505455.333,13995,6,GY,1,100,-0.336
1707151612.799978,505493.667,13995,6,GY,1,100,-0.366
1707151612.839537,505532.000,13995,6,GY,1,100,-0.366
1707151612.879525,505570.750,14011,4,GY,1,100,-0.427
1707151612.919514,505609.500,14011,4,GY,1,100,-0.519
1707151612.959502,505648.250,14011,4,GY,1,100,-0.458
1707151612.999491,505687.000,14011,4,GY,1,100,-0.183
1707151613.040081,505726.333,14029,3,GY,1,100,-0.305
1707151613.080671,505765.667,14029,3,GY,1,100,-1.038
1707151613.121262,505805.000,14029,3,GY,1,100,-0.977
1707151613.160992,505843.500,14045,2,GY,1,100,-0.214
1707151613.200723,505882.000,14045,2,GY,1,100,-0.580
1707151613.240625,505920.667,14062,3,GY,1,100,-0.427
1707151613.280528,505959.333,14062,3,GY,1,100,-0.275
1707151613.320430,505998.000,14062,3,GY,1,100,-0.244
1707151613.360332,506036.667,14079,3,GY,1,100,-0.305
1707151613.400235,506075.333,14079,3,GY,1,100,-0.488
1707151613.440137,506114.000,14079,3,GY,1,100,-0.702
1707151613.479868,506152.500,14096,2,GY,1,100,-0.244
1707151613.519598,506191.000,14096,2,GY,1,100,-0.275
1707151613.559587,506229.750,14112,4,GY,1,100,-0.610
1707151613.599575,506268.500,14112,4,GY,1,100,-0.397
1707151613.639563,506307.250,14112,4,GY,1,100,-0.244
1707151613.679552,506346.000,14112,4,GY,1,100,-0.549
1707151613.720314,506385.500,14130,2,GY,1,100,-0.427
1707151613.761077,506425.000,14130,2,GY,1,100,-0.244
1707151613.800979,506463.667,14146,3,GY,1,100,-0.610
1707151613.840882,506502.333,14146,3,GY,1,100,-0.610
1707151613.880784,506541.000,14146,3,GY,1,100,-0.275
1707151613.920686,506579.667,14163,3,GY,1,100,-0.122
1707151613.960589,506618.333,14163,3,GY,1,100,-0.671
1707151614.000491,506657.000,14163,3,GY,1,100,-1.129
1707151614.039706,506695.000,14179,2,GY,1,100,-0.427
1707151614.078920,506733.000,14179,2,GY,1,100,-0.275
1707151614.118823,506771.667,14195,3,GY,1,100,-0.458
1707151614.158725,506810.333,14195,3,GY,1,100,-0.366
1707151614.198627,506849.000,14195,3,GY,1,100,-0.610
1707151614.238358,506887.500,14211,2,GY,1,100,-0.427
1707151614.278088,506926.000,14211,2,GY,1,100,-0.427
1707151614.319023,506965.667,14231,3,GY,1,100,-0.610
1707151614.359957,507005.333,14231,3,GY,1,100,-0.549
1707151614.400892,507045.000,14231,3,GY,1,100,-0.427
1707151614.440794,507083.667,14247,3,GY,1,100,-0.305
1707151614.480696,507122.333,14247,3,GY,1,100,-0.488
1707151614.520599,507161.000,14247,3,GY,1,100,-0.519
1707151614.560845,507200.000,14262,2,GY,1,100,-0.458
1707151614.601092,507239.000,14262,2,GY,1,100,-0.488
1707151614.635834,507272.667,14279,3,GY,1,100,-0.458
1707151614.670577,507306.333,14279,3,GY,1,100,-0.397
1707151614.705320,507340.000,14279,3,GY,1,100,-0.458
1707151614.746254,507379.667,14296,3,GY,1,100,-0.549
1707151614.787188,507419.333,14296,3,GY,1,100,-0.397
1707151614.828123,507459.000,14296,3,GY,1,100,-0.153
1707151614.868369,507498.000,14312,2,GY,1,100,-0.397
1707151614.908616,507537.000,14312,2,GY,1,100,-0.671
1707151614.948518,507575.667,14330,3,GY,1,100,-0.214
1707151614.988420,507614.333,14330,3,GY,1,100,-0.214
1707151615.028323,507653.000,14330,3,GY,1,100,-0.275
1707151615.068053,507691.500,14344,2,GY,1,100,-0.061
1707151615.107784,507730.000,14344,2,GY,1,100,-0.366
1707151615.147686,507768.667,14361,3,GY,1,100,-0.214
1707151615.187589,507807.333,14361,3,GY,1,100,-0.488
1707151615.227491,507846.000,14361,3,GY,1,100,-0.641
1707151615.267393,507884.667,14379,3,GY,1,100,-0.336
1707151615.307296,507923.333,14379,3,GY,1,100,-0.183
1707151615.347198,507962.000,14379,3,GY,1,100,-0.397
1707151615.387445,508001.000,14399,2,GY,1,100,-0.244
1707151615.427691,508040.000,14399,2,GY,1,100,-0.336
1707151615.466562,508077.667,14414,3,GY,1,100,-0.519
1707151615.505432,508115.333,14414,3,GY,1,100,-0.488
1707151615.544303,508153.000,14414,3,GY,1,100,-0.275
1707151615.584205,508191.667,14430,3,GY,1,100,-0.244
1707151615.624107,508230.333,14430,3,GY,1,100,-0.366
1707151615.664010,508269.000,14430,3,GY,1,100,-0.549
1707151615.703912,508307.667,14447,3,GY,1,100,-0.275
1707151615.743815,508346.333,14447,3,GY,1,100,-0.183
1707151615.783717,508385.000,14447,3,GY,1,100,-0.916
1707151615.823448,508423.500,14464,2,GY,1,100,-0.580
1707151615.863178,508462.000,14464,2,GY,1,100,-0.031
1707151615.903081,508500.667,14480,3,GY,1,100,-0.488
1707151615.942983,508539.333,14480,3,GY,1,100,-0.519
1707151615.982885,508578.000,14480,3,GY,1,100,-0.153
1707151616.022788,508616.667,14497,3,GY,1,100,-0.214
1707151616.062690,508655.333,14497,3,GY,1,100,-0.488
1707151616.102593,508694.000,14497,3,GY,1,100,-0.580
1707151616.141807,508732.000,14514,2,GY,1,100,-0.488
1707151616.181022,508770.000,14514,2,GY,1,100,-0.336
1707151616.220924,508808.667,14531,3,GY,1,100,-0.366
1707151616.260826,508847.333,14531,3,GY,1,100,-0.458
1707151616.300729,508886.000,14531,3,GY,1,100,-0.397
1707151616.340631,508924.667,14548,3,GY,1,100,-0.366
1707151616.380534,508963.333,14548,3,GY,1,100,-0.427
1707151616.420436,509002.000,14548,3,GY,1,100,-0.488
1707151616.460683,509041.000,14565,2,GY,1,100,-0.336
1707151616.500929,509080.000,14565,2,GY,1,100,-0.397
1707151616.540401,509118.250,14581,4,GY,1,100,-0.488
1707151616.579874,509156.500,14581,4,GY,1,100,-0.458
1707151616.619346,509194.750,14581,4,GY,1,100,-0.153
1707151616.658819,509233.000,14581,4,GY,1,100,-0.244
1707151616.698033,509271.000,14599,3,GY,1,100,-0.793
1707151616.737248,509309.000,14599,3,GY,1,100,-0.427
1707151616.776462,509347.000,14599,3,GY,1,100,-0.336
1707151616.816709,509386.000,14613,2,GY,1,100,-0.549
1707151616.856955,509425.000,14613,2,GY,1,100,-0.397
1707151616.896857,509463.667,14630,3,GY,1,100,-0.549
1707151616.936760,509502.333,14630,3,GY,1,100,-0.336
1707151616.976662,509541.000,14630,3,GY,1,100,-0.336
1707151617.016393,509579.500,14647,2,GY,1,100,-0.519
1707151617.056123,509618.000,14647,2,GY,1,100,-0.580
1707151617.091554,509652.333,14666,3,GY,1,100,-0.397
1707151617.126984,509686.667,14666,3,GY,1,100,-0.305
1707151617.162415,509721.000,14666,3,GY,1,100,-0.397
1707151617.202318,509759.667,14682,3,GY,1,100,-0.427
1707151617.242220,509798.333,14682,3,GY,1,100,-0.366
1707151617.282122,509837.000,14682,3,GY,1,100,-0.549
1707151617.321337,509875.000,14703,3,GY,1,100,-0.549
1707151617.360551,509913.000,14703,3,GY,1,100,-0.275
1707151617.399766,509951.000,14703,3,GY,1,100,-0.580
1707151617.439496,509989.500,14719,2,GY,1,100,-0.763
1707151617.479227,510028.000,14719,2,GY,1,100,-0.397
1707151617.519129,510066.667,14736,3,GY,1,100,-0.183
1707151617.559031,510105.333,14736,3,GY,1,100,-0.763
1707151617.598934,510144.000,14736,3,GY,1,100,-1.068
1707151617.639868,510183.667,14753,3,GY,1,100,-0.214
1707151617.680803,510223.333,14753,3,GY,1,100,-0.336
1707151617.721737,510263.000,14753,3,GY,1,100,-0.549
1707151617.761984,510302.000,14769,2,GY,1,100,-0.336
1707151617.802230,510341.000,14769,2,GY,1,100,-0.458
1707151617.842132,510379.667,14784,3,GY,1,100,-0.214
1707151617.882035,510418.333,14784,3,GY,1,100,-0.366
1707151617.921937,510457.000,14784,3,GY,1,100,-0.580
1707151617.961152,510495.000,14804,3,GY,1,100,-0.336
1707151618.000366,510533.000,14804,3,GY,1,100,-0.214
1707151618.039581,510571.000,14804,3,GY,1,100,-0.397
1707151618.079311,510609.500,14820,2,GY,1,100,-0.366
1707151618.119041,510648.000,14820,2,GY,1,100,-0.397
1707151618.158944,510686.667,14837,3,GY,1,100,-0.366
1707151618.198846,510725.333,14837,3,GY,1,100,-0.214
1707151618.238749,510764.000,14837,3,GY,1,100,-0.366
1707151618.280027,510804.000,14851,2,GY,1,100,-0.488
1707151618.321306,510844.000,14851,2,GY,1,100,-0.305
1707151618.361552,510883.000,14869,3,GY,1,100,-0.305
1707151618.401798,510922.000,14869,3,GY,1,100,-0.122
1707151618.442045,510961.000,14869,3,GY,1,100,-0.183
1707151618.481947,510999.667,14885,3,GY,1,100,-0.824
1707151618.521850,511038.333,14885,3,GY,1,100,-0.549
1707151618.561752,511077.000,14885,3,GY,1,100,-0.153
1707151618.600967,511115.000,14902,2,GY,1,100,-0.336
1707151618.640181,511153.000,14902,2,GY,1,100,-0.336
1707151618.680427,511192.000,14919,3,GY,1,100,-0.275
1707151618.720674,511231.000,14919,3,GY,1,100,-0.244
1707151618.760920,511270.000,14919,3,GY,1,100,-0.397
1707151618.800651,511308.500,14936,2,GY,1,100,-0.488
1707151618.840381,511347.000,14936,2,GY,1,100,-0.458
1707151618.881316,511386.667,14952,3,GY,1,100,-0.153
1707151618.922250,511426.333,14952,3,GY,1,100,-0.397
1707151618.963184,511466.000,14952,3,GY,1,100,-0.519
1707151619.003087,511504.667,14970,3,GY,1,100,-0.336
1707151619.042989,511543.333,14970,3,GY,1,100,-0.305
1707151619.082892,511582.000,14970,3,GY,1,100,-0.458
1707151619.123138,511621.000,14986,2,GY,1,100,-0.397
1707151619.163384,511660.000,14986,2,GY,1,100,-0.366
1707151619.202599,511698.000,15002,3,GY,1,100,-0.458
1707151619.241813,511736.000,15002,3,GY,1,100,-0.610
1707151619.281028,511774.000,15002,3,GY,1,100,-0.214
1707151619.320758,511812.500,15018,2,GY,1,100,-0.305
1707151619.360489,511851.000,15018,2,GY,1,100,-0.793
1707151619.399703,511889.000,15035,3,GY,1,100,-0.580
1707151619.438918,511927.000,15035,3,GY,1,100,-0.244
1707151619.478132,511965.000,15035,3,GY,1,100,-0.397
1707151619.514251,512000.000,15051,3,GY,1,100,-0.305
1707151619.550369,512035.000,15051,3,GY,1,100,-0.336
1707151619.586488,512070.000,15051,3,GY,1,100,-0.397
1707151619.626390,512108.667,15069,3,GY,1,100,-0.427
1707151619.666293,512147.333,15069,3,GY,1,100,-0.641
1707151619.706195,512186.000,15069,3,GY,1,100,-0.427
1707151619.746442,512225.000,15085,2,GY,1,100,-0.275
1707151619.786688,512264.000,15085,2,GY,1,100,-0.488
1707151619.826246,512302.333,15102,3,GY,1,100,-0.488
1707151619.865805,512340.667,15102,3,GY,1,100,-0.336
1707151619.905363,512379.000,15102,3,GY,1,100,-0.458
1707151619.945094,512417.500,15118,2,GY,1,100,-0.397
1707151619.984824,512456.000,15118,2,GY,1,100,-0.336
1707151620.024039,512494.000,15136,3,GY,1,100,-0.519
1707151620.063253,512532.000,15136,3,GY,1,100,-0.488
1707151620.102468,512570.000,15136,3,GY,1,100,-0.549
1707151620.142714,512609.000,15152,3,GY,1,100,-0.244
1707151620.182960,512648.000,15152,3,GY,1,100,-0.305
1707151620.223207,512687.000,15152,3,GY,1,100,-1.038
1707151620.262937,512725.500,15167,2,GY,1,100,-0.580
1707151620.302668,512764.000,15167,2,GY,1,100,-0.244
1707151620.342570,512802.667,15186,3,GY,1,100,-0.519
1707151620.382473,512841.333,15186,3,GY,1,100,-0.549
1707151620.422375,512880.000,15186,3,GY,1,100,-0.458
1707151620.462277,512918.667,15203,3,GY,1,100,-0.488
1707151620.502180,512957.333,15203,3,GY,1,100,-0.488
1707151620.542082,512996.000,15203,3,GY,1,100,-0.519
1707151620.582329,513035.000,15221,2,GY,1,100,-0.488
1707151620.622575,513074.000,15221,2,GY,1,100,-0.397
1707151620.661790,513112.000,15239,3,GY,1,100,-0.427
1707151620.701004,513150.000,15239,3,GY,1,100,-0.488
1707151620.740219,513188.000,15239,3,GY,1,100,-0.397
